pairs_id,indate_date,first_instrument,second_instrument,prime_instrument,boundary_unit_num,region_drift,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,up_boundary_5,up_boundary_4,up_boundary_3,up_boundary_2,up_boundary_1,down_boundary_1,down_boundary_2,down_boundary_3,down_boundary_4,down_boundary_5,today_fee,wait_window,favor_times,unfavor_times,abs_threshold,boundary_tick_lock,wait2_windows,after_tick,night_type,if_add,limitcoef,abs_threshold_after,kind,before_tick,before_cancel_flag,before_cancel_num,max_position,min_position,region_tick_lock,region_unit_num,if_SP,SP_InstruemntID
TA2308-2309,20220920_1,TA2308.XZCE,TA2309.XZCE,TA2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2309-2310,20220920_1,TA2309.XZCE,TA2310.XZCE,TA2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2310-2311,20220920_1,TA2310.XZCE,TA2311.XZCE,TA2310.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2311-2312,20220920_1,TA2311.XZCE,TA2312.XZCE,TA2311.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2312-2401,20220920_1,TA2312.XZCE,TA2401.XZCE,TA2312.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2401-2402,20220920_1,TA2401.XZCE,TA2402.XZCE,TA2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2402-2403,20220920_1,TA2402.XZCE,TA2403.XZCE,TA2402.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
TA2403-2404,20220920_1,TA2403.XZCE,TA2404.XZCE,TA2403.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,TA,0,1,1,120,0,0,40,0,
I2307-2308,20221017_0,I2307.XDCE,I2308.XDCE,I2308.XDCE,0,0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,-4.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,20,0,
I2308-2309,20221017_0,I2308.XDCE,I2309.XDCE,I2309.XDCE,0,0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,-4.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,20,0,
I2309-2310,20221017_0,I2309.XDCE,I2310.XDCE,I2309.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,20,0,
I2310-2311,20221017_0,I2310.XDCE,I2311.XDCE,I2310.XDCE,0,0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,-4.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,40,0,
I2311-2312,20221017_0,I2311.XDCE,I2312.XDCE,I2311.XDCE,0,0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,-4.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,40,0,
I2312-2401,20221017_0,I2312.XDCE,I2401.XDCE,I2312.XDCE,0,0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,-4.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,40,0,
I2401-2402,20221017_0,I2401.XDCE,I2402.XDCE,I2401.XDCE,0,0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,-4.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,40,0,
I2402-2403,20221017_0,I2402.XDCE,I2403.XDCE,I2403.XDCE,0,0,3.0,3.0,2.0,1.0,0.0,-1.0,-2.0,-3.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,40,0,SP i2402&i2403
I2403-2404,20221017_0,I2403.XDCE,I2404.XDCE,I2403.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,1,1,8,8,I,0,1,1,267,0,20,40,0,
SM2307-2308,20221017_0,SM2307.XZCE,SM2308.XZCE,SM2307.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2308-2309,20221017_0,SM2308.XZCE,SM2309.XZCE,SM2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2309-2310,20221017_0,SM2309.XZCE,SM2310.XZCE,SM2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2310-2311,20221017_0,SM2310.XZCE,SM2311.XZCE,SM2310.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2311-2312,20221017_0,SM2311.XZCE,SM2312.XZCE,SM2311.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2312-2401,20221017_0,SM2312.XZCE,SM2401.XZCE,SM2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2401-2402,20221017_0,SM2401.XZCE,SM2402.XZCE,SM2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2402-2403,20221017_0,SM2402.XZCE,SM2403.XZCE,SM2403.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
SM2403-2404,20221017_0,SM2403.XZCE,SM2404.XZCE,SM2403.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,20,1,1,8,16,SM,0,1,1,267,0,10,40,0,SPD SM306&SM307
AU2308-2310,20221017_0,AU2308.XSGE,AU2310.XSGE,AU2308.XSGE,0,0,-1.2,-1.4,-1.6,-1.8,-2.0,-2.2,-2.4,-2.4,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,AU,1,1,1,133,0,20,10,0,
AU2310-2312,20221017_0,AU2310.XSGE,AU2312.XSGE,AU2310.XSGE,0,0,-1.0,-1.2,-1.4,-1.6,-1.8,-2.0,-2.2,-2.4,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,AU,1,1,1,133,0,20,10,0,
AU2312-2402,20221017_0,AU2312.XSGE,AU2402.XSGE,AU2312.XSGE,0,0,-1.0,-1.2,-1.4,-1.6,-1.8,-2.0,-2.2,-2.4,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,AU,1,1,1,133,0,20,10,0,
AU2402-2404,20221017_0,AU2402.XSGE,AU2404.XSGE,AU2402.XSGE,0,0,-1.0,-1.2,-1.4,-1.6,-1.8,-2.0,-2.2,-2.4,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,AU,1,1,1,133,0,20,10,0,
FG2307-2308,20221017_0,FG2307.XZCE,FG2308.XZCE,FG2307.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2308-2309,20221017_0,FG2308.XZCE,FG2309.XZCE,FG2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,17,10,0,
FG2309-2310,20221017_0,FG2309.XZCE,FG2310.XZCE,FG2309.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2310-2311,20221017_0,FG2310.XZCE,FG2311.XZCE,FG2310.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2311-2312,20221017_0,FG2311.XZCE,FG2312.XZCE,FG2311.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2312-2401,20221017_0,FG2312.XZCE,FG2401.XZCE,FG2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2401-2402,20221017_0,FG2401.XZCE,FG2402.XZCE,FG2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2402-2403,20221017_0,FG2402.XZCE,FG2403.XZCE,FG2403.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
FG2403-2404,20221017_0,FG2403.XZCE,FG2404.XZCE,FG2403.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,FG,0,1,1,33,0,100,0,0,
IH2309-2312,20221017_0,IH2309.CCFX,IH2312.CCFX,IH2309.CCFX,0,0,-13.0,-14.8,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,3000000,3,1,50,99999,2000,10,1,1,5,8,IH,0,1,1,100,0,23,5,0,
SC2307-2308,20221017_0,SC2307.XINE,SC2308.XINE,SC2307.XINE,0,0,-1.5,-1.5,-2.0,-2.5,-3.0,-3.5,-4.0,-4.5,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,SC,0,1,1,133,0,15,5,0,
SC2308-2309,20221017_0,SC2308.XINE,SC2309.XINE,SC2308.XINE,0,0,1.0,0.5,0.0,-0.5,-1.0,-1.5,-2.0,-2.5,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,SC,0,1,1,133,0,15,5,0,
SC2309-2310,20221017_0,SC2309.XINE,SC2310.XINE,SC2309.XINE,0,0,-1.0,-2.0,-3.0,-4.0,-5.0,-6.0,-7.0,-8.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,SC,1,1,1,133,0,20,11,0,
SC2310-2311,20221017_0,SC2310.XINE,SC2311.XINE,SC2310.XINE,0,0,-1.0,-2.0,-3.0,-4.0,-5.0,-6.0,-7.0,-8.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,SC,1,1,1,133,0,30,5,0,
SC2308-2307,20221017_0,SC2308.XINE,SC2307.XINE,SC2307.XINE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,10,2,1,5,8,SC,1,1,1,133,0,20,4,0,
A2307-2309,20221017_0,A2307.XDCE,A2309.XDCE,A2307.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,0,1,1,167,0,30,20,0,
A2309-2311,20221017_0,A2309.XDCE,A2311.XDCE,A2309.XDCE,0,0,100.0,63.0,58.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,0,1,1,167,0,15,10,0,
A2311-2401,20221017_0,A2311.XDCE,A2401.XDCE,A2311.XDCE,0,0,5.0,5.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,1,1,1,167,0,20,40,0,
A2401-2403,20221017_0,A2401.XDCE,A2403.XDCE,A2401.XDCE,0,0,5.0,5.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,1,1,1,167,0,20,40,0,
A2307-2311,20221017_0,A2307.XDCE,A2311.XDCE,A2307.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,0,1,1,167,0,54,20,0,
A2311-2307,20221017_0,A2311.XDCE,A2307.XDCE,A2307.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,0,1,1,167,0,40,10,0,
A2309-2307,20221017_0,A2309.XDCE,A2307.XDCE,A2307.XDCE,0,0,-170.0,-200.0,-230.0,-260.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,A,0,1,1,167,0,60,10,0,
MA2307-2308,20221017_0,MA2307.XDCE,MA2308.XDCE,MA2307.XDCE,0,0,-9.0,-19.0,-29.0,-38.0,-48.0,-58.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,19,40,0,SPD MA307&MA308
MA2308-2309,20221017_0,MA2308.XDCE,MA2309.XDCE,MA2309.XDCE,0,0,-9.0,-19.0,-29.0,-38.0,-48.0,-58.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,19,53,0,SPD MA308&MA309
MA2309-2310,20221017_0,MA2309.XDCE,MA2310.XDCE,MA2309.XDCE,0,0,-19.0,-29.0,-39.0,-48.0,-58.0,-68.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,19,53,0,SPD MA309&MA310
MA2310-2311,20221017_0,MA2310.XDCE,MA2311.XDCE,MA2310.XDCE,0,0,-20.0,-25.0,-30.0,-35.0,-40.0,-45.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,20,53,0,SPD MA310&MA311
MA2312-2401,20221017_0,MA2312.XDCE,MA2401.XDCE,MA2401.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,38,20,0,
MA2401-2402,20221017_0,MA2401.XDCE,MA2402.XDCE,MA2401.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,38,20,0,
MA2402-2403,20221017_0,MA2402.XDCE,MA2403.XDCE,MA2402.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,38,20,0,
MA2403-2404,20221017_0,MA2403.XDCE,MA2404.XDCE,MA2403.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,1,1,5,32,MA,0,1,1,200,0,38,20,0,
AG2307-2308,20221017_0,AG2307.XSGE,AG2308.XSGE,AG2307.XSGE,0,0,-15.0,-17.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,0,1,1,200,0,10,40,0,
AG2308-2309,20221017_0,AG2308.XSGE,AG2309.XSGE,AG2308.XSGE,0,0,-15.0,-17.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,0,1,1,200,0,10,40,0,
AG2309-2310,20221017_0,AG2309.XSGE,AG2310.XSGE,AG2309.XSGE,0,0,-15.0,-18.0,-25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,0,1,1,200,0,10,40,0,
AG2310-2311,20221017_0,AG2310.XSGE,AG2311.XSGE,AG2310.XSGE,0,0,-15.0,-18.0,-25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,0,1,1,200,0,10,40,0,
AG2311-2312,20221017_0,AG2311.XSGE,AG2312.XSGE,AG2312.XSGE,0,0,-15.0,-18.0,-25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,0,1,1,200,0,10,40,0,
AG2312-2401,20221017_0,AG2312.XSGE,AG2401.XSGE,AG2312.XSGE,0,0,-17.0,-17.0,-17.0,-17.0,-17.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,1,1,1,200,0,13,40,0,
AG2401-2402,20221017_0,AG2401.XSGE,AG2402.XSGE,AG2401.XSGE,0,0,-15.0,-18.0,-25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,1,1,1,200,0,12,40,0,
AG2402-2403,20221017_0,AG2402.XSGE,AG2403.XSGE,AG2402.XSGE,0,0,-15.0,-18.0,-25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,1,1,1,200,0,10,40,0,
AG2403-2404,20221017_0,AG2403.XSGE,AG2404.XSGE,AG2403.XSGE,0,0,-15.0,-18.0,-25.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2,3000000,3,1,50,99999,2000,40,2,1,5,32,AG,1,1,1,200,0,10,40,0,
